timestamp,asset_id,zone_id,asset_type,capacity_kw,actual_generation_mw,expected_generation_mw,residual_mw,norm_residual,perf_ratio,anomaly_score,anomaly_status,anomaly_persistence,sudden_score,deg_score,iso_score
2026-01-01 00:00:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,,CRITICAL,0.0,,,0.0
2026-01-01 00:15:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,,CRITICAL,0.0,0.0,,0.0
2026-01-01 00:30:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,,CRITICAL,0.0,0.0,,0.0
2026-01-01 00:45:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,,CRITICAL,0.0,0.0,,0.0
2026-01-01 01:00:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,0.0,NORMAL,0.0,0.0,-0.0,0.0
2026-01-01 01:15:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,0.0,NORMAL,0.0,0.0,-0.0,0.0
2026-01-01 01:30:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,0.0,NORMAL,0.0,0.0,-0.0,0.0
2026-01-01 01:45:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,0.0,NORMAL,0.0,0.0,-0.0,0.0
2026-01-01 02:00:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,0.0,NORMAL,0.0,0.0,-0.0,0.0
2026-01-01 02:15:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,0.0,NORMAL,0.0,0.0,-0.0,0.0
2026-01-01 02:30:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,0.0,NORMAL,0.0,0.0,-0.0,0.0
2026-01-01 02:45:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,0.0,NORMAL,0.0,0.0,-0.0,0.0
2026-01-01 03:00:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,0.0,NORMAL,0.0,0.0,-0.0,0.0
2026-01-01 03:15:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,0.0,NORMAL,0.0,0.0,-0.0,0.0
2026-01-01 03:30:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,0.0,NORMAL,0.0,0.0,-0.0,0.0
2026-01-01 03:45:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,0.0,NORMAL,0.0,0.0,-0.0,0.0
2026-01-01 04:00:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,0.0,NORMAL,0.0,0.0,-0.0,0.0
2026-01-01 04:15:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,0.0,NORMAL,0.0,0.0,-0.0,0.0
2026-01-01 04:30:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,0.0,NORMAL,0.0,0.0,-0.0,0.0
2026-01-01 04:45:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,0.0,NORMAL,0.0,0.0,-0.0,0.0
2026-01-01 05:00:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,0.0,NORMAL,0.0,0.0,-0.0,0.0
2026-01-01 05:15:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,0.0,NORMAL,0.0,0.0,-0.0,0.0
2026-01-01 05:30:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,0.0,NORMAL,0.0,0.0,-0.0,0.0
2026-01-01 05:45:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,0.0,NORMAL,0.0,0.0,-0.0,0.0
2026-01-01 06:00:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,0.0,NORMAL,0.0,0.0,-0.0,0.0
2026-01-01 06:15:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,0.0,NORMAL,0.0,0.0,-0.0,0.0
2026-01-01 06:30:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,0.0,NORMAL,0.0,0.0,-0.0,0.0
2026-01-01 06:45:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,0.0,NORMAL,0.0,0.0,-0.0,0.0
2026-01-01 07:00:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,0.0,NORMAL,0.0,0.0,-0.0,0.0
2026-01-01 07:15:00,SOLAR_01,ZONE_A,solar,156181.01782710437,9870.590909620209,9827.521077558764,43.069832061444686,0.0002757686731759162,1.0043825733591958,0.007018167382992187,NORMAL,0.0,0.0,-0.0,0.035090836914960934
2026-01-01 07:30:00,SOLAR_01,ZONE_A,solar,156181.01782710437,21026.15315054502,20915.463638984787,110.68951156023104,0.0007087257664229505,1.0052922332237433,0.007225868765475436,NORMAL,0.0,0.0,-0.0,0.03612934382737718
2026-01-01 07:45:00,SOLAR_01,ZONE_A,solar,156181.01782710437,33329.64947997448,33077.02339873779,252.62608123669634,0.0016175210326542925,1.0076375095240988,0.012969295898542364,NORMAL,0.0,0.0,-0.0,0.06484647949271181
2026-01-01 08:00:00,SOLAR_01,ZONE_A,solar,156181.01782710437,44682.14053261741,43983.30604273509,698.834489882327,0.004474516171074972,1.0158886303181331,0.029745949264720392,NORMAL,0.0,0.0,-0.0,0.14872974632360195
2026-01-01 08:15:00,SOLAR_01,ZONE_A,solar,156181.01782710437,53805.821340170376,54677.4420042498,-871.6206640794262,-0.005580836110597821,0.9840588617146413,0.0499875736076684,NORMAL,0.0,0.014699938042859708,-0.0,0.22053799195262258
2026-01-01 08:30:00,SOLAR_01,ZONE_A,solar,156181.01782710437,64791.35656672916,64614.80667876843,176.54988796073303,0.0011304183467172524,1.002732344133419,0.007400409202718572,NORMAL,0.0,0.0,-0.0,0.03700204601359286
2026-01-01 08:45:00,SOLAR_01,ZONE_A,solar,156181.01782710437,75302.0982296255,75968.27202181723,-666.1737921917374,-0.004265395381974048,0.9912308944976342,0.0333835153350258,NORMAL,0.0,0.009351600483872444,-0.0,0.1482143757073841
2026-01-01 09:00:00,SOLAR_01,ZONE_A,solar,156181.01782710437,75113.42862482063,75460.25079347819,-346.8221686575562,-0.0022206422616703365,0.9954039091440771,0.020925846704735292,NORMAL,0.0,0.002320636035950851,0.00022767798646201182,0.09953260547885073
2026-01-01 09:15:00,SOLAR_01,ZONE_A,solar,156181.01782710437,86555.01346540517,85878.23887074563,676.7745946595387,0.004333270483668779,1.0078806296398106,0.021908833693577916,NORMAL,0.0,0.0,0.0005361005228051142,0.10847196742227934
2026-01-01 09:30:00,SOLAR_01,ZONE_A,solar,156181.01782710437,90856.96973368392,91449.58073298956,-592.6109993056452,-0.003794385563306278,0.9935198062740613,0.028766660345521448,NORMAL,0.0,0.007077596719983379,-0.0,0.12967810828764048
2026-01-01 09:45:00,SOLAR_01,ZONE_A,solar,156181.01782710437,101078.6562537708,99998.69612291265,1079.9601308581477,0.006914797623189305,1.0107997421239445,0.03201732443841891,NORMAL,0.0,0.0,0.000461255394976989,0.15916411140214057
2026-01-01 10:00:00,SOLAR_01,ZONE_A,solar,156181.01782710437,103353.4193279604,105126.02757105706,-1772.6082430966635,-0.011349703489952777,0.9831382552536905,0.08070687245461318,NORMAL,0.0,0.02531592712084629,-0.0,0.3529025080313733
2026-01-01 10:15:00,SOLAR_01,ZONE_A,solar,156181.01782710437,113083.10260680318,112837.7749929138,245.32761388938525,0.0015707902106321782,1.002174162100456,0.013352282377916505,NORMAL,0.0,0.0,0.0010772145431385825,0.06460698280330536
2026-01-01 10:30:00,SOLAR_01,ZONE_A,solar,156181.01782710437,120548.69040071646,120676.74401378256,-128.05361306610575,-0.0008199051001694954,0.9989388708312226,0.01032140148957984,NORMAL,0.0,0.0,0.0008590492361063354,0.04988890897568652
2026-01-01 10:45:00,SOLAR_01,ZONE_A,solar,156181.01782710437,115052.46716893838,117273.57563434658,-2221.1084654081933,-0.014221372714237313,0.9810604524216648,0.09589941449259021,NORMAL,0.0,0.02660073505032423,0.0009729249444632098,0.42434975247337614
2026-01-01 11:00:00,SOLAR_01,ZONE_A,solar,156181.01782710437,114462.1852535237,116711.34439057346,-2249.1591370497626,-0.014400976305197528,0.9807288730260618,0.08012212002351017,NORMAL,0.0,0.016391857063531353,0.002948115599218392,0.36193065479205133
2026-01-01 11:15:00,SOLAR_01,ZONE_A,solar,156181.01782710437,117720.39990703536,118755.78613441205,-1035.3862273766863,-0.0066293986412797,0.9912813829028524,0.037575492678977446,NORMAL,0.0,0.0,0.004948251197162494,0.1779809610005622
2026-01-01 11:30:00,SOLAR_01,ZONE_A,solar,156181.01782710437,135617.7868316873,133468.6589669761,2149.1278647111903,0.013760493398053786,1.0161021162671826,0.07455483759782786,NORMAL,0.0,0.0,0.00586900100845134,0.3610361859722366
2026-01-01 11:45:00,SOLAR_01,ZONE_A,solar,156181.01782710437,135048.63182807583,136175.01286101725,-1126.3810329414264,-0.007212022617168199,0.9917284308679226,0.044468374705492225,NORMAL,0.0,0.0036784181030060197,0.003957821369832759,0.20706939458178356
2026-01-01 12:00:00,SOLAR_01,ZONE_A,solar,156181.01782710437,125442.98340143266,124144.38038785657,1298.6030135760957,0.008314730123052958,1.0104604252686988,0.05200368769504694,NORMAL,0.0,0.0,0.004959491177772786,0.25009945611968915
2026-01-01 12:15:00,SOLAR_01,ZONE_A,solar,156181.01782710437,130994.40821446155,128496.4321064151,2497.9761080464523,0.01599410826488379,1.0194400425529149,0.07705257941767316,NORMAL,0.0,0.0,0.0038046675495709867,0.3776535619892238
2026-01-01 12:30:00,SOLAR_01,ZONE_A,solar,156181.01782710437,121424.43639486018,120704.0250331871,720.4113616730756,0.0046126691431258695,1.0059684120846426,0.06118851880428352,NORMAL,0.0,0.006203316298159428,0.0015832636238926829,0.29036943417731337
2026-01-01 12:45:00,SOLAR_01,ZONE_A,solar,156181.01782710437,111287.4723323976,113217.62190798446,-1930.1495755868527,-0.012358413349076572,0.9829518625894161,0.10902420694081154,NORMAL,0.0,0.035571569155100353,0.0009426151317918677,0.47209266613027323
2026-01-01 13:00:00,SOLAR_01,ZONE_A,solar,156181.01782710437,111989.7669019242,111454.1956196972,535.5712822269998,0.003429170136539181,1.0048053039120615,0.034039736256508905,NORMAL,0.0,0.0014232068179146603,0.002659061430274725,0.16203414478616576
2026-01-01 13:15:00,SOLAR_01,ZONE_A,solar,156181.01782710437,115284.79892228908,113420.49631372534,1864.3026085637393,0.01193680662670262,1.0164370873797537,0.05935078225471719,NORMAL,0.0,0.0,0.002182787800199839,0.2923883356731863
2026-01-01 13:30:00,SOLAR_01,ZONE_A,solar,156181.01782710437,123145.4239535358,123734.94247364964,-589.5185201138374,-0.003774584954789107,0.995235634265241,0.04178025130435272,NORMAL,0.0,0.011359286188223763,0.0005631991955433522,0.1850562857542294
2026-01-01 13:45:00,SOLAR_01,ZONE_A,solar,156181.01782710437,119148.77435069824,117505.3566963188,1643.417654379431,0.010522518531661309,1.0139858956270962,0.0496507827328631,NORMAL,0.0,0.0,0.001185881240156138,0.24588215118400322
2026-01-01 14:00:00,SOLAR_01,ZONE_A,solar,156181.01782710437,121552.56536180316,119864.00988833634,1688.5554734668258,0.010811528167501711,1.0140872600127415,0.04639785950185852,NORMAL,0.0,0.0,-0.0,0.2319892975092926
2026-01-01 14:15:00,SOLAR_01,ZONE_A,solar,156181.01782710437,113903.74137456049,114396.81891294116,-493.07753838067583,-0.0031570900564018792,0.9956897618039893,0.06763726773977624,NORMAL,0.0,0.021062314298342023,-0.0,0.2960617101021972
2026-01-01 14:30:00,SOLAR_01,ZONE_A,solar,156181.01782710437,117136.37680908908,114929.57913514038,2206.797673948706,0.01412974319575556,1.019201303011419,0.06171029736764088,NORMAL,0.0,0.0,-0.0,0.3085514868382044
2026-01-01 14:45:00,SOLAR_01,ZONE_A,solar,156181.01782710437,110790.37909819328,110052.77135871972,737.6077394735621,0.004722774571043641,1.0067023095408412,0.05566348144530825,NORMAL,0.0,0.006707800777171069,-0.0,0.2649018056721991
2026-01-01 15:00:00,SOLAR_01,ZONE_A,solar,156181.01782710437,106318.49102537236,105060.24582094314,1258.2452044292295,0.008056326062762204,1.0119764159563618,0.037890123058699765,NORMAL,0.0,0.0,-0.0,0.1894506152934988
2026-01-01 15:15:00,SOLAR_01,ZONE_A,solar,156181.01782710437,96970.2361314018,97115.77493443651,-145.53880303470942,-0.000931859742365259,0.998501388645326,0.050554140741968755,NORMAL,0.0,0.01373959637131028,-0.0,0.2252915109672232
2026-01-01 15:30:00,SOLAR_01,ZONE_A,solar,156181.01782710437,94070.39278763472,94744.67485188264,-674.2820642479201,-0.0043173112432546975,0.9928831666233269,0.06791334312676503,NORMAL,0.0,0.021623114530107464,-0.0,0.2963204865736102
2026-01-01 15:45:00,SOLAR_01,ZONE_A,solar,156181.01782710437,82145.05879638332,82861.7268698387,-716.6680734553811,-0.004588701517163549,0.9913510362319489,0.04401227587391919,NORMAL,0.0,0.01294236785842004,-0.0,0.19417664365275583
2026-01-01 16:00:00,SOLAR_01,ZONE_A,solar,156181.01782710437,76623.36267818994,75426.30074841216,1197.061929777774,0.007664580154695537,1.015870616985057,0.040531675183655885,NORMAL,0.0,0.0,-0.0,0.2026583759182794
2026-01-01 16:15:00,SOLAR_01,ZONE_A,solar,156181.01782710437,71239.93353412145,71036.44908733999,203.4844467814546,0.0013028756606434473,1.002864507578796,0.008212629054099878,NORMAL,0.0,0.0,-0.0,0.04106314527049939
2026-01-01 16:30:00,SOLAR_01,ZONE_A,solar,156181.01782710437,61479.90528998168,62602.17820254279,-1122.2729125611077,-0.007185719034072931,0.9820729414728971,0.053399533287360246,NORMAL,0.0,0.01440215959560623,-0.0,0.23819334724558874
2026-01-01 16:45:00,SOLAR_01,ZONE_A,solar,156181.01782710437,52904.33952956712,52213.82339480221,690.5161347649118,0.004421255184348508,1.0132247763115094,0.02562663966285201,NORMAL,0.0,0.0,-0.0,0.12813319831426004
2026-01-01 17:00:00,SOLAR_01,ZONE_A,solar,156181.01782710437,42640.98247332825,42111.098986041456,529.8834872867956,0.0033927521709033012,1.0125829888092552,0.021788063407640015,NORMAL,0.0,0.0,-0.0,0.10894031703820006
2026-01-01 17:15:00,SOLAR_01,ZONE_A,solar,156181.01782710437,30307.63819885767,30449.054299057843,-141.4161002001747,-0.0009054627903419431,0.9953556488549284,0.019515533363402296,NORMAL,0.0,0.002776507571595048,-0.0,0.09202465167382137
2026-01-01 17:30:00,SOLAR_01,ZONE_A,solar,156181.01782710437,20283.716848242297,20437.63507508575,-153.91822684345243,-0.0009855117413426202,0.992468882711822,0.01985396970206229,NORMAL,0.0,0.0018324362481037069,-0.0,0.09560497601410403
2026-01-01 17:45:00,SOLAR_01,ZONE_A,solar,156181.01782710437,10099.386788092315,10209.960086013054,-110.5732979207387,-0.0007079816706223904,0.9891700558093056,0.027171619623489726,NORMAL,0.0,0.004377479753028403,-0.0,0.12710313861139183
2026-01-01 18:00:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,0.006688753162030658,NORMAL,0.0,0.0003968979842981727,-0.0,0.03264996984155694
2026-01-01 18:15:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,0.0,NORMAL,0.0,0.0,-0.0,0.0
2026-01-01 18:30:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,0.0,NORMAL,0.0,0.0,-0.0,0.0
2026-01-01 18:45:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,0.0,NORMAL,0.0,0.0,-0.0,0.0
2026-01-01 19:00:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,0.0,NORMAL,0.0,0.0,-0.0,0.0
2026-01-01 19:15:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,0.0,NORMAL,0.0,0.0,-0.0,0.0
2026-01-01 19:30:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,0.0,NORMAL,0.0,0.0,-0.0,0.0
2026-01-01 19:45:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,0.0,NORMAL,0.0,0.0,-0.0,0.0
2026-01-01 20:00:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,0.0,NORMAL,0.0,0.0,-0.0,0.0
2026-01-01 20:15:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,0.0,NORMAL,0.0,0.0,-0.0,0.0
2026-01-01 20:30:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,0.0,NORMAL,0.0,0.0,-0.0,0.0
2026-01-01 20:45:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,0.0,NORMAL,0.0,0.0,-0.0,0.0
2026-01-01 21:00:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,0.0,NORMAL,0.0,0.0,-0.0,0.0
2026-01-01 21:15:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,0.002003019128581612,NORMAL,0.0,0.0,0.0003945950789684162,0.009225905484971226
2026-01-01 21:30:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,0.0008908467347500832,NORMAL,0.0,0.0,0.0002651701147510191,0.003923893444248377
2026-01-01 21:45:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,0.0,NORMAL,0.0,0.0,-0.0,0.0
2026-01-01 22:00:00,SOLAR_01,ZONE_A,solar,156181.01782710437,0.0,0.0,0.0,0.0,1.0,0.0,NORMAL,0.0,0.0,-0.0,0.0
